date,h_team,h_obp,h_slg,h_k_rate,h_bb_rate,v_team,v_obp,v_slg,v_k_rate,v_bb_rate,home_win
20160501,BAL,0.317,0.39,0.224,0.074,CHA,0.349,0.445,0.164,0.107,0
20160501,BOS,0.372,0.503,0.182,0.086,NYA,0.278,0.316,0.222,0.068,1
20160501,MIN,0.308,0.375,0.246,0.092,DET,0.298,0.405,0.243,0.072,0
20160501,OAK,0.315,0.445,0.171,0.073,HOU,0.319,0.368,0.259,0.106,0
20160501,SEA,0.344,0.417,0.181,0.121,KCA,0.31,0.394,0.161,0.076,0
20160501,TBA,0.325,0.445,0.256,0.084,TOR,0.322,0.427,0.229,0.112,0
20160501,TEX,0.309,0.412,0.172,0.07,ANA,0.308,0.428,0.127,0.078,0
20160501,ARI,0.348,0.506,0.183,0.101,COL,0.352,0.462,0.202,0.101,0
20160501,CHN,0.377,0.463,0.17,0.148,ATL,0.298,0.297,0.247,0.062,0
20160501,LAN,0.315,0.336,0.218,0.126,SDN,0.317,0.393,0.249,0.075,1
20160501,MIL,0.305,0.397,0.257,0.097,MIA,0.345,0.458,0.197,0.075,1
20160501,NYN,0.366,0.533,0.197,0.095,SFN,0.392,0.431,0.149,0.144,0
20160501,PHI,0.336,0.402,0.205,0.09,CLE,0.307,0.411,0.242,0.077,1
20160501,PIT,0.377,0.487,0.197,0.106,CIN,0.27,0.342,0.257,0.06,0
20160501,SLN,0.359,0.484,0.192,0.092,WAS,0.286,0.314,0.189,0.089,0
20160502,HOU,0.312,0.354,0.257,0.117,MIN,0.306,0.358,0.236,0.092,0
20160502,KCA,0.309,0.386,0.166,0.067,WAS,0.289,0.339,0.192,0.083,0
20160502,OAK,0.307,0.403,0.167,0.068,SEA,0.356,0.426,0.182,0.119,0
20160502,TOR,0.311,0.43,0.232,0.107,TEX,0.322,0.416,0.177,0.069,0
20160502,CIN,0.277,0.326,0.245,0.077,SFN,0.398,0.439,0.141,0.149,0
20160502,MIL,0.325,0.444,0.245,0.093,ANA,0.339,0.464,0.127,0.089,1
20160502,NYN,0.365,0.478,0.204,0.098,ATL,0.298,0.299,0.241,0.066,1
20160502,PIT,0.377,0.497,0.196,0.108,CHN,0.372,0.44,0.184,0.152,0
20160502,SDN,0.286,0.353,0.277,0.066,COL,0.36,0.468,0.204,0.107,1
20160502,SLN,0.344,0.466,0.207,0.083,PHI,0.331,0.401,0.212,0.092,1
20160503,BAL,0.309,0.376,0.221,0.074,NYA,0.285,0.323,0.215,0.065,1
20160503,CHA,0.368,0.457,0.166,0.109,BOS,0.371,0.491,0.175,0.083,1
20160503,CLE,0.313,0.415,0.242,0.085,DET,0.315,0.442,0.242,0.068,1
20160503,HOU,0.316,0.345,0.262,0.127,MIN,0.293,0.342,0.25,0.083,1
20160503,KCA,0.29,0.356,0.172,0.059,WAS,0.301,0.354,0.198,0.085,1
20160503,OAK,0.285,0.394,0.186,0.068,SEA,0.343,0.408,0.187,0.112,0
20160503,TBA,0.32,0.428,0.258,0.085,LAN,0.305,0.332,0.22,0.123,0
20160503,TOR,0.316,0.431,0.234,0.106,TEX,0.311,0.39,0.172,0.075,1
20160503,CIN,0.288,0.36,0.253,0.07,SFN,0.412,0.473,0.15,0.14,0
20160503,MIA,0.35,0.471,0.18,0.071,ARI,0.345,0.493,0.195,0.098,1
20160503,MIL,0.326,0.423,0.243,0.091,ANA,0.336,0.468,0.139,0.077,1
20160503,NYN,0.369,0.483,0.179,0.112,ATL,0.294,0.297,0.236,0.064,0
20160503,PIT,0.367,0.495,0.205,0.104,CHN,0.381,0.46,0.171,0.145,0
20160503,SDN,0.296,0.361,0.283,0.077,COL,0.362,0.464,0.21,0.105,1
20160503,SLN,0.36,0.515,0.2,0.089,PHI,0.323,0.393,0.208,0.084,0
20160504,BAL,0.311,0.389,0.205,0.077,NYA,0.282,0.325,0.202,0.063,0
20160504,CHA,0.371,0.449,0.176,0.119,BOS,0.348,0.459,0.18,0.082,0
20160504,CLE,0.318,0.417,0.232,0.081,DET,0.333,0.461,0.245,0.067,1
20160504,HOU,0.311,0.374,0.258,0.121,MIN,0.292,0.35,0.249,0.084,1
20160504,KCA,0.297,0.342,0.178,0.061,WAS,0.291,0.376,0.205,0.074,0
20160504,OAK,0.282,0.391,0.189,0.07,SEA,0.343,0.432,0.193,0.105,0
20160504,TBA,0.296,0.404,0.271,0.079,LAN,0.312,0.351,0.201,0.119,1
20160504,TOR,0.321,0.436,0.243,0.108,TEX,0.308,0.396,0.171,0.073,1
20160504,CIN,0.286,0.355,0.264,0.073,SFN,0.399,0.464,0.161,0.134,1
20160504,MIA,0.363,0.487,0.178,0.083,ARI,0.338,0.458,0.203,0.102,1
20160504,MIL,0.34,0.456,0.242,0.101,ANA,0.35,0.465,0.139,0.082,0
20160504,NYN,0.354,0.444,0.186,0.112,ATL,0.29,0.31,0.221,0.067,1
20160504,PIT,0.351,0.441,0.217,0.107,CHN,0.394,0.474,0.166,0.145,0
20160504,SDN,0.294,0.369,0.292,0.072,COL,0.354,0.438,0.226,0.106,0
20160504,SLN,0.329,0.462,0.226,0.082,PHI,0.316,0.375,0.215,0.09,1
20160505,BAL,0.299,0.371,0.215,0.078,NYA,0.285,0.319,0.196,0.067,1
20160505,CHA,0.351,0.431,0.183,0.114,BOS,0.357,0.47,0.174,0.085,0
20160505,CLE,0.324,0.408,0.222,0.085,DET,0.344,0.462,0.23,0.071,1
20160505,HOU,0.314,0.392,0.255,0.122,SEA,0.36,0.469,0.19,0.106,0
20160505,TOR,0.308,0.4,0.243,0.112,TEX,0.313,0.392,0.166,0.072,1
20160505,CHN,0.389,0.443,0.163,0.146,WAS,0.303,0.406,0.202,0.072,1
20160505,CIN,0.265,0.339,0.266,0.063,MIL,0.349,0.467,0.235,0.103,1
20160505,MIA,0.367,0.494,0.175,0.088,ARI,0.339,0.456,0.213,0.096,1
20160505,SDN,0.28,0.36,0.307,0.062,NYN,0.346,0.441,0.186,0.117,1
20160505,SFN,0.382,0.457,0.159,0.124,COL,0.366,0.446,0.213,0.112,0
20160505,SLN,0.325,0.436,0.214,0.086,PHI,0.289,0.356,0.22,0.079,1
20160506,ANA,0.361,0.472,0.133,0.085,TBA,0.299,0.448,0.277,0.078,0
20160506,CHA,0.355,0.417,0.19,0.122,MIN,0.301,0.374,0.216,0.078,1
20160506,CLE,0.332,0.412,0.234,0.088,KCA,0.295,0.326,0.192,0.064,1
20160506,DET,0.335,0.468,0.223,0.066,TEX,0.311,0.388,0.166,0.066,0
20160506,HOU,0.318,0.389,0.245,0.125,SEA,0.365,0.454,0.194,0.103,1
20160506,NYA,0.274,0.306,0.195,0.062,BOS,0.36,0.5,0.18,0.09,1
20160506,TOR,0.319,0.404,0.224,0.114,LAN,0.316,0.342,0.208,0.129,1
20160506,ATL,0.276,0.292,0.228,0.068,ARI,0.317,0.403,0.209,0.08,0
20160506,CHN,0.388,0.433,0.179,0.143,WAS,0.296,0.385,0.203,0.078,1
20160506,CIN,0.28,0.392,0.257,0.065,MIL,0.347,0.467,0.221,0.096,1
20160506,MIA,0.359,0.48,0.175,0.089,PHI,0.275,0.337,0.214,0.08,1
20160506,SDN,0.285,0.388,0.303,0.06,NYN,0.331,0.443,0.182,0.11,1
20160506,SFN,0.382,0.461,0.159,0.114,COL,0.36,0.479,0.198,0.09,1
20160506,SLN,0.326,0.415,0.214,0.098,PIT,0.358,0.451,0.217,0.106,0
20160507,ANA,0.369,0.459,0.142,0.089,TBA,0.322,0.47,0.262,0.086,0
20160507,BAL,0.306,0.379,0.219,0.078,OAK,0.288,0.384,0.171,0.064,0
20160507,BAL,0.318,0.381,0.207,0.087,OAK,0.307,0.402,0.179,0.073,1
20160507,CHA,0.36,0.429,0.188,0.117,MIN,0.313,0.391,0.196,0.081,1
20160507,CLE,0.332,0.409,0.237,0.091,KCA,0.284,0.291,0.207,0.061,0
20160507,DET,0.316,0.42,0.238,0.07,TEX,0.321,0.407,0.149,0.062,0
20160507,HOU,0.321,0.401,0.223,0.134,SEA,0.357,0.443,0.194,0.09,0
20160507,NYA,0.28,0.323,0.189,0.069,BOS,0.371,0.511,0.175,0.086,1
20160507,TOR,0.313,0.389,0.223,0.126,LAN,0.302,0.319,0.22,0.114,0
20160507,ATL,0.275,0.289,0.247,0.071,ARI,0.299,0.365,0.21,0.083,0
20160507,CHN,0.392,0.478,0.182,0.135,WAS,0.292,0.409,0.221,0.065,1
20160507,CIN,0.281,0.416,0.249,0.071,MIL,0.349,0.424,0.208,0.108,0
20160507,MIA,0.364,0.491,0.176,0.087,PHI,0.277,0.34,0.197,0.074,0
20160507,SDN,0.282,0.379,0.292,0.061,NYN,0.319,0.397,0.181,0.117,0
20160507,SFN,0.375,0.445,0.148,0.112,COL,0.355,0.474,0.209,0.086,1
20160507,SLN,0.31,0.385,0.231,0.086,PIT,0.337,0.435,0.215,0.099,1
20160508,ANA,0.356,0.426,0.15,0.082,TBA,0.311,0.415,0.243,0.087,0
20160508,BAL,0.322,0.386,0.214,0.095,OAK,0.307,0.391,0.187,0.076,1
20160508,CHA,0.369,0.414,0.191,0.127,MIN,0.306,0.377,0.214,0.072,1
20160508,CLE,0.318,0.386,0.234,0.088,KCA,0.293,0.321,0.203,0.05,1
20160508,DET,0.341,0.443,0.225,0.089,TEX,0.306,0.425,0.153,0.057,0
20160508,HOU,0.322,0.423,0.234,0.124,SEA,0.347,0.451,0.206,0.087,1
20160508,NYA,0.289,0.321,0.183,0.074,BOS,0.353,0.477,0.188,0.079,0
20160508,TOR,0.321,0.395,0.23,0.121,LAN,0.301,0.319,0.211,0.114,0
20160508,ATL,0.278,0.297,0.224,0.071,ARI,0.317,0.367,0.213,0.094,0
20160508,CHN,0.399,0.459,0.182,0.147,WAS,0.309,0.429,0.214,0.074,1
20160508,CIN,0.275,0.414,0.253,0.062,MIL,0.363,0.478,0.197,0.104,0
20160508,MIA,0.363,0.496,0.17,0.088,PHI,0.267,0.33,0.208,0.069,0
20160508,SDN,0.283,0.381,0.283,0.061,NYN,0.327,0.425,0.184,0.13,0
20160508,SFN,0.367,0.435,0.152,0.109,COL,0.346,0.467,0.203,0.077,0
20160508,SLN,0.297,0.388,0.224,0.08,PIT,0.338,0.436,0.223,0.098,0
20160509,BOS,0.338,0.474,0.202,0.066,OAK,0.312,0.372,0.184,0.081,1
20160509,HOU,0.324,0.415,0.23,0.127,CLE,0.331,0.378,0.223,0.098,1
20160509,NYA,0.283,0.327,0.187,0.075,KCA,0.287,0.315,0.204,0.042,1
20160509,SEA,0.332,0.427,0.202,0.084,TBA,0.31,0.432,0.258,0.087,1
20160509,TEX,0.32,0.446,0.16,0.06,CHA,0.364,0.411,0.204,0.121,0
20160509,CIN,0.278,0.422,0.242,0.068,PIT,0.338,0.419,0.213,0.096,1
20160509,COL,0.333,0.425,0.209,0.073,ARI,0.307,0.365,0.225,0.09,0
20160509,LAN,0.306,0.332,0.223,0.113,NYN,0.334,0.437,0.184,0.123,0
20160509,MIA,0.365,0.513,0.169,0.09,MIL,0.362,0.504,0.19,0.099,1
20160509,SFN,0.348,0.396,0.172,0.107,TOR,0.318,0.399,0.219,0.115,0
20160509,WAS,0.331,0.433,0.197,0.092,DET,0.325,0.408,0.222,0.082,1
20160510,ANA,0.334,0.398,0.157,0.078,SLN,0.315,0.417,0.217,0.084,0
20160510,BOS,0.352,0.507,0.199,0.071,OAK,0.309,0.386,0.17,0.065,1
20160510,HOU,0.326,0.415,0.229,0.129,CLE,0.312,0.361,0.218,0.095,0
20160510,MIN,0.289,0.336,0.226,0.071,BAL,0.35,0.457,0.205,0.103,0
20160510,NYA,0.286,0.369,0.19,0.072,KCA,0.285,0.323,0.202,0.039,1
20160510,SEA,0.344,0.446,0.208,0.079,TBA,0.301,0.422,0.26,0.079,1
20160510,TEX,0.314,0.438,0.175,0.063,CHA,0.369,0.429,0.2,0.125,1
20160510,ATL,0.29,0.304,0.202,0.077,PHI,0.271,0.347,0.189,0.063,0
20160510,CHN,0.398,0.458,0.177,0.135,SDN,0.279,0.357,0.288,0.058,1
20160510,COL,0.334,0.401,0.205,0.073,ARI,0.317,0.387,0.209,0.09,0
20160510,LAN,0.307,0.348,0.231,0.104,NYN,0.328,0.434,0.193,0.123,1
20160510,MIA,0.381,0.515,0.169,0.097,MIL,0.37,0.515,0.206,0.104,0
20160510,SFN,0.337,0.379,0.176,0.106,TOR,0.321,0.37,0.223,0.12,0
20160510,WAS,0.337,0.435,0.2,0.099,DET,0.317,0.392,0.237,0.084,0
20160511,ANA,0.332,0.373,0.149,0.074,SLN,0.324,0.454,0.196,0.088,0
20160511,BOS,0.375,0.541,0.189,0.079,OAK,0.311,0.362,0.176,0.061,1
20160511,HOU,0.325,0.413,0.239,0.129,CLE,0.321,0.367,0.197,0.091,1
20160511,MIN,0.281,0.327,0.242,0.069,BAL,0.346,0.448,0.208,0.1,0
20160511,NYA,0.302,0.387,0.189,0.073,KCA,0.287,0.365,0.205,0.033,0
20160511,SEA,0.332,0.454,0.21,0.06,TBA,0.304,0.456,0.264,0.079,1
20160511,TEX,0.33,0.463,0.178,0.069,CHA,0.385,0.438,0.177,0.133,1
20160511,ATL,0.289,0.303,0.189,0.075,PHI,0.265,0.343,0.177,0.058,1
20160511,CHN,0.396,0.468,0.179,0.124,SDN,0.278,0.361,0.28,0.061,0
20160511,CHN,0.395,0.459,0.18,0.122,SDN,0.287,0.359,0.271,0.066,0
20160511,CIN,0.292,0.452,0.23,0.071,PIT,0.329,0.393,0.208,0.1,0
20160511,COL,0.309,0.371,0.202,0.065,ARI,0.333,0.415,0.202,0.088,1
20160511,LAN,0.305,0.375,0.211,0.099,NYN,0.315,0.402,0.216,0.121,0
20160511,MIA,0.37,0.488,0.159,0.095,MIL,0.387,0.506,0.203,0.115,1
20160511,SFN,0.333,0.376,0.173,0.099,TOR,0.322,0.383,0.229,0.104,1
20160511,WAS,0.346,0.46,0.206,0.103,DET,0.298,0.349,0.254,0.086,1
20160512,ANA,0.322,0.358,0.163,0.083,SLN,0.328,0.457,0.181,0.085,0
20160512,BAL,0.356,0.49,0.208,0.095,DET,0.292,0.352,0.28,0.081,1
20160512,BOS,0.38,0.559,0.182,0.076,HOU,0.334,0.419,0.244,0.135,1
20160512,NYA,0.312,0.406,0.175,0.078,KCA,0.311,0.39,0.207,0.048,1
20160512,ARI,0.341,0.44,0.211,0.079,SFN,0.342,0.361,0.166,0.106,0
20160512,ATL,0.278,0.311,0.198,0.066,PHI,0.249,0.329,0.175,0.05,0
20160512,LAN,0.299,0.386,0.202,0.091,NYN,0.315,0.416,0.22,0.124,1
20160512,MIL,0.367,0.448,0.23,0.118,SDN,0.287,0.369,0.253,0.065,0
20160513,BAL,0.35,0.468,0.208,0.094,DET,0.299,0.342,0.266,0.093,1
20160513,BOS,0.379,0.567,0.189,0.076,HOU,0.328,0.403,0.248,0.124,0
20160513,CLE,0.313,0.362,0.2,0.085,MIN,0.284,0.339,0.225,0.069,1
20160513,KCA,0.307,0.389,0.189,0.054,ATL,0.278,0.305,0.18,0.065,1
20160513,NYA,0.312,0.409,0.179,0.087,CHA,0.385,0.439,0.189,0.126,0
20160513,SEA,0.334,0.468,0.21,0.069,ANA,0.34,0.374,0.169,0.091,0
20160513,TBA,0.31,0.457,0.273,0.087,OAK,0.317,0.362,0.175,0.06,0
20160513,TEX,0.333,0.461,0.167,0.077,TOR,0.33,0.372,0.215,0.105,0
20160513,ARI,0.343,0.443,0.221,0.084,SFN,0.33,0.346,0.172,0.106,0
20160513,CHN,0.397,0.457,0.187,0.128,PIT,0.327,0.4,0.205,0.093,1
20160513,COL,0.32,0.395,0.21,0.059,NYN,0.292,0.37,0.246,0.112,1
20160513,LAN,0.297,0.398,0.207,0.076,SLN,0.359,0.496,0.165,0.096,1
20160513,MIL,0.35,0.425,0.239,0.112,SDN,0.284,0.382,0.237,0.056,1
20160513,PHI,0.263,0.348,0.176,0.05,CIN,0.294,0.479,0.228,0.069,1
20160513,WAS,0.355,0.448,0.191,0.114,MIA,0.343,0.452,0.153,0.076,1
20160514,BAL,0.341,0.476,0.206,0.086,DET,0.287,0.327,0.265,0.097,1
20160514,BOS,0.398,0.585,0.194,0.086,HOU,0.339,0.405,0.251,0.121,1
20160514,CLE,0.321,0.386,0.188,0.085,MIN,0.294,0.369,0.215,0.081,0
20160514,KCA,0.319,0.396,0.191,0.062,ATL,0.273,0.306,0.187,0.052,0
20160514,NYA,0.3,0.414,0.172,0.076,CHA,0.377,0.429,0.187,0.129,1
20160514,SEA,0.343,0.49,0.21,0.088,ANA,0.333,0.376,0.172,0.089,0
20160514,TBA,0.306,0.425,0.281,0.096,OAK,0.328,0.399,0.175,0.067,1
20160514,TEX,0.321,0.434,0.17,0.073,TOR,0.332,0.395,0.197,0.104,1
20160514,ARI,0.337,0.44,0.221,0.078,SFN,0.326,0.342,0.165,0.102,0
20160514,CHN,0.396,0.481,0.19,0.127,PIT,0.321,0.399,0.208,0.089,1
20160514,COL,0.324,0.419,0.199,0.056,NYN,0.299,0.391,0.261,0.108,1
20160514,LAN,0.309,0.416,0.2,0.074,SLN,0.349,0.46,0.161,0.097,1
20160514,MIL,0.356,0.404,0.234,0.117,SDN,0.269,0.342,0.248,0.06,0
20160514,PHI,0.276,0.354,0.181,0.062,CIN,0.282,0.464,0.251,0.055,1
20160514,WAS,0.363,0.471,0.188,0.123,MIA,0.328,0.416,0.185,0.077,1
20160514,WAS,0.371,0.443,0.175,0.139,MIA,0.325,0.408,0.198,0.077,0
20160515,BAL,0.355,0.506,0.201,0.087,DET,0.29,0.338,0.268,0.099,0
20160515,BOS,0.399,0.597,0.185,0.089,HOU,0.334,0.382,0.252,0.122,1
20160515,CLE,0.311,0.374,0.199,0.082,MIN,0.297,0.374,0.219,0.083,0
20160515,KCA,0.309,0.395,0.196,0.057,ATL,0.289,0.319,0.188,0.065,1
20160515,NYA,0.284,0.407,0.181,0.07,CHA,0.363,0.43,0.194,0.113,1
20160515,SEA,0.339,0.469,0.208,0.088,ANA,0.34,0.409,0.164,0.089,0
20160515,TBA,0.325,0.451,0.253,0.107,OAK,0.319,0.373,0.164,0.063,0
20160515,TEX,0.33,0.448,0.168,0.078,TOR,0.321,0.407,0.193,0.092,1
20160515,ARI,0.329,0.428,0.214,0.075,SFN,0.333,0.342,0.166,0.104,0
20160515,CHN,0.398,0.488,0.191,0.128,PIT,0.307,0.375,0.217,0.079,0
20160515,COL,0.339,0.432,0.178,0.055,NYN,0.298,0.378,0.255,0.097,1
20160515,LAN,0.301,0.395,0.205,0.076,SLN,0.351,0.471,0.152,0.096,0
20160515,MIL,0.364,0.402,0.247,0.131,SDN,0.292,0.399,0.234,0.067,1
20160515,PHI,0.291,0.367,0.172,0.062,CIN,0.281,0.449,0.251,0.058,0
20160515,WAS,0.365,0.4,0.17,0.152,MIA,0.333,0.412,0.204,0.08,0
20160516,CLE,0.308,0.378,0.201,0.076,CIN,0.314,0.475,0.231,0.072,1
20160516,DET,0.312,0.385,0.262,0.102,MIN,0.288,0.366,0.228,0.075,1
20160516,OAK,0.329,0.413,0.172,0.062,TEX,0.342,0.48,0.163,0.083,1
20160516,TOR,0.334,0.416,0.184,0.092,TBA,0.314,0.456,0.253,0.106,0
20160516,ARI,0.341,0.441,0.204,0.082,NYA,0.311,0.446,0.161,0.082,1
20160516,LAN,0.291,0.402,0.193,0.066,ANA,0.337,0.406,0.181,0.085,0
20160516,PHI,0.314,0.364,0.171,0.076,MIA,0.333,0.407,0.197,0.08,0
20160516,PIT,0.308,0.369,0.223,0.089,ATL,0.286,0.296,0.209,0.065,1
20160517,BAL,0.354,0.504,0.204,0.089,SEA,0.315,0.413,0.213,0.084,0
20160517,CHA,0.376,0.452,0.201,0.11,HOU,0.333,0.382,0.255,0.123,0
20160517,CLE,0.319,0.388,0.192,0.082,CIN,0.321,0.46,0.221,0.076,1
20160517,DET,0.342,0.445,0.24,0.105,MIN,0.29,0.377,0.237,0.069,1
20160517,KCA,0.313,0.415,0.188,0.05,BOS,0.396,0.582,0.178,0.08,1
20160517,OAK,0.325,0.406,0.174,0.066,TEX,0.334,0.473,0.162,0.086,1
20160517,TOR,0.314,0.385,0.205,0.086,TBA,0.327,0.47,0.242,0.106,0
20160517,ARI,0.351,0.476,0.213,0.077,NYA,0.309,0.436,0.173,0.078,1
20160517,LAN,0.291,0.411,0.192,0.071,ANA,0.334,0.395,0.187,0.083,1
20160517,MIL,0.364,0.409,0.261,0.13,CHN,0.375,0.454,0.203,0.122,1
20160517,NYN,0.314,0.386,0.253,0.104,WAS,0.366,0.405,0.19,0.151,1
20160517,PHI,0.329,0.371,0.176,0.08,MIA,0.343,0.417,0.196,0.096,1
20160517,PIT,0.33,0.407,0.219,0.087,ATL,0.3,0.34,0.198,0.069,1
20160517,SDN,0.276,0.375,0.235,0.062,SFN,0.318,0.311,0.172,0.116,0
20160517,SLN,0.344,0.471,0.168,0.094,COL,0.333,0.449,0.177,0.053,0
20160518,ANA,0.317,0.381,0.202,0.074,LAN,0.308,0.44,0.184,0.071,1
20160518,BAL,0.346,0.496,0.192,0.092,SEA,0.316,0.427,0.206,0.086,1
20160518,CHA,0.364,0.457,0.208,0.094,HOU,0.33,0.383,0.26,0.121,0
20160518,DET,0.326,0.456,0.228,0.087,MIN,0.289,0.378,0.241,0.072,1
20160518,KCA,0.324,0.449,0.177,0.057,BOS,0.391,0.576,0.173,0.08,1
20160518,KCA,0.313,0.442,0.181,0.059,BOS,0.395,0.58,0.184,0.082,0
20160518,OAK,0.317,0.425,0.181,0.064,TEX,0.345,0.493,0.171,0.086,1
20160518,TOR,0.305,0.375,0.213,0.079,TBA,0.327,0.476,0.233,0.099,0
20160518,ARI,0.344,0.481,0.227,0.065,NYA,0.289,0.416,0.184,0.071,0
20160518,CIN,0.31,0.414,0.22,0.074,CLE,0.333,0.407,0.191,0.084,0
20160518,MIL,0.353,0.408,0.274,0.126,CHN,0.357,0.444,0.196,0.118,0
20160518,NYN,0.317,0.407,0.261,0.099,WAS,0.356,0.378,0.189,0.149,0
20160518,PHI,0.314,0.357,0.193,0.073,MIA,0.341,0.401,0.221,0.1,1
20160518,PIT,0.355,0.438,0.22,0.091,ATL,0.313,0.378,0.185,0.073,0
20160518,SDN,0.262,0.376,0.243,0.057,SFN,0.318,0.312,0.17,0.115,0
20160518,SLN,0.335,0.444,0.174,0.088,COL,0.321,0.402,0.197,0.062,1
20160519,ANA,0.332,0.409,0.203,0.081,LAN,0.304,0.435,0.164,0.067,1
20160519,BAL,0.349,0.522,0.184,0.09,SEA,0.32,0.441,0.219,0.09,0
20160519,CHA,0.354,0.445,0.21,0.093,HOU,0.348,0.403,0.243,0.127,1
20160519,MIN,0.283,0.367,0.251,0.072,TOR,0.303,0.385,0.202,0.091,0
20160519,OAK,0.331,0.443,0.174,0.071,NYA,0.312,0.433,0.185,0.079,0
20160519,CIN,0.309,0.414,0.225,0.073,CLE,0.335,0.427,0.199,0.087,0
20160519,MIL,0.342,0.345,0.289,0.138,CHN,0.361,0.389,0.188,0.126,1
20160519,NYN,0.296,0.364,0.26,0.08,WAS,0.368,0.371,0.193,0.156,0
20160519,PIT,0.351,0.431,0.207,0.084,ATL,0.323,0.395,0.189,0.072,1
20160519,SDN,0.255,0.362,0.242,0.06,SFN,0.313,0.312,0.174,0.112,0
20160519,SLN,0.34,0.454,0.16,0.094,COL,0.319,0.403,0.188,0.065,1
20160520,ANA,0.345,0.444,0.203,0.079,BAL,0.34,0.509,0.195,0.085,0
20160520,BOS,0.408,0.57,0.175,0.095,CLE,0.339,0.435,0.192,0.089,0
20160520,CHA,0.328,0.418,0.224,0.081,KCA,0.308,0.43,0.181,0.059,0
20160520,DET,0.339,0.488,0.232,0.077,TBA,0.329,0.503,0.23,0.097,0
20160520,HOU,0.332,0.389,0.242,0.12,TEX,0.334,0.429,0.184,0.087,0
20160520,MIN,0.274,0.357,0.25,0.069,TOR,0.31,0.396,0.197,0.093,0
20160520,OAK,0.321,0.449,0.175,0.062,NYA,0.321,0.405,0.188,0.086,0
20160520,CIN,0.297,0.4,0.225,0.075,SEA,0.325,0.434,0.2,0.099,0
20160520,MIA,0.333,0.387,0.221,0.097,WAS,0.362,0.396,0.193,0.144,0
20160520,NYN,0.281,0.337,0.292,0.079,MIL,0.346,0.334,0.29,0.139,1
20160520,PHI,0.329,0.372,0.183,0.081,ATL,0.311,0.407,0.195,0.064,0
20160520,PIT,0.355,0.443,0.199,0.084,COL,0.319,0.408,0.21,0.065,1
20160520,SDN,0.242,0.344,0.237,0.055,LAN,0.307,0.432,0.158,0.072,1
20160520,SFN,0.311,0.326,0.173,0.103,CHN,0.343,0.375,0.213,0.121,0
20160520,SLN,0.35,0.453,0.174,0.093,ARI,0.339,0.464,0.221,0.07,0
20160521,ANA,0.351,0.45,0.193,0.087,BAL,0.334,0.487,0.19,0.079,0
20160521,BOS,0.391,0.539,0.179,0.092,CLE,0.352,0.452,0.183,0.094,1
20160521,CHA,0.328,0.405,0.224,0.08,KCA,0.309,0.423,0.179,0.053,0
20160521,DET,0.338,0.49,0.211,0.066,TBA,0.334,0.51,0.211,0.098,1
20160521,HOU,0.319,0.375,0.245,0.11,TEX,0.316,0.403,0.195,0.084,0
20160521,MIN,0.274,0.382,0.247,0.061,TOR,0.316,0.439,0.183,0.081,1
