date,h_team,h_obp,h_slg,h_k_rate,h_bb_rate,v_team,v_obp,v_slg,v_k_rate,v_bb_rate,home_win
20160730,TEX,0.328,0.506,0.209,0.067,KCA,0.268,0.316,0.219,0.063,1
20160730,TOR,0.306,0.428,0.205,0.093,BAL,0.285,0.359,0.201,0.064,1
20160730,ATL,0.341,0.415,0.187,0.088,PHI,0.313,0.362,0.214,0.078,0
20160730,CHN,0.359,0.416,0.162,0.115,SEA,0.331,0.386,0.218,0.095,0
20160730,LAN,0.321,0.42,0.225,0.076,ARI,0.297,0.372,0.228,0.063,0
20160730,MIA,0.316,0.426,0.183,0.057,SLN,0.304,0.412,0.242,0.091,1
20160730,MIL,0.351,0.443,0.269,0.126,PIT,0.313,0.414,0.198,0.067,1
20160730,NYN,0.309,0.349,0.192,0.069,COL,0.323,0.42,0.235,0.094,0
20160730,SDN,0.291,0.405,0.257,0.074,CIN,0.366,0.494,0.205,0.1,1
20160730,SFN,0.319,0.359,0.199,0.09,WAS,0.322,0.448,0.188,0.086,1
20160731,ANA,0.346,0.39,0.169,0.074,BOS,0.344,0.456,0.178,0.092,0
20160731,CLE,0.335,0.434,0.183,0.09,OAK,0.28,0.411,0.172,0.054,1
20160731,DET,0.352,0.463,0.176,0.091,HOU,0.322,0.453,0.224,0.09,1
20160731,MIN,0.322,0.418,0.234,0.08,CHA,0.296,0.365,0.193,0.061,1
20160731,TBA,0.316,0.417,0.206,0.077,NYA,0.283,0.338,0.226,0.069,1
20160731,TEX,0.319,0.488,0.209,0.063,KCA,0.268,0.312,0.207,0.069,1
20160731,TOR,0.315,0.442,0.211,0.104,BAL,0.287,0.366,0.207,0.067,0
20160731,ATL,0.348,0.427,0.185,0.083,PHI,0.323,0.344,0.203,0.099,1
20160731,CHN,0.344,0.395,0.178,0.112,SEA,0.316,0.38,0.2,0.089,1
20160731,LAN,0.313,0.414,0.213,0.077,ARI,0.3,0.398,0.236,0.06,1
20160731,MIA,0.34,0.459,0.169,0.066,SLN,0.301,0.392,0.248,0.09,1
20160731,MIL,0.338,0.454,0.264,0.107,PIT,0.321,0.423,0.197,0.067,1
20160731,NYN,0.309,0.34,0.177,0.073,COL,0.327,0.438,0.221,0.096,1
20160731,SDN,0.294,0.408,0.263,0.076,CIN,0.347,0.454,0.199,0.096,0
20160731,SFN,0.335,0.372,0.195,0.106,WAS,0.325,0.439,0.191,0.089,1
20160801,CLE,0.344,0.442,0.187,0.092,MIN,0.336,0.439,0.229,0.083,0
20160801,HOU,0.325,0.434,0.224,0.093,TOR,0.313,0.437,0.212,0.11,1
20160801,SEA,0.318,0.404,0.209,0.086,BOS,0.326,0.414,0.194,0.094,0
20160801,TBA,0.308,0.392,0.228,0.084,KCA,0.265,0.31,0.201,0.073,0
20160801,ARI,0.292,0.372,0.233,0.071,WAS,0.319,0.381,0.182,0.096,0
20160801,CHN,0.339,0.365,0.197,0.118,MIA,0.339,0.438,0.159,0.078,1
20160801,NYN,0.309,0.334,0.183,0.078,NYA,0.288,0.32,0.243,0.068,0
20160801,SDN,0.296,0.385,0.276,0.082,MIL,0.361,0.476,0.262,0.12,1
20160802,ANA,0.341,0.372,0.174,0.074,OAK,0.286,0.425,0.171,0.056,1
20160802,BAL,0.287,0.365,0.223,0.076,TEX,0.322,0.486,0.223,0.062,1
20160802,CLE,0.333,0.421,0.2,0.091,MIN,0.364,0.512,0.22,0.087,0
20160802,DET,0.364,0.5,0.178,0.099,CHA,0.29,0.354,0.203,0.065,1
20160802,HOU,0.302,0.412,0.246,0.082,TOR,0.289,0.378,0.252,0.108,0
20160802,SEA,0.317,0.397,0.211,0.09,BOS,0.325,0.428,0.195,0.089,1
20160802,TBA,0.269,0.348,0.264,0.08,KCA,0.265,0.31,0.184,0.069,0
20160802,ARI,0.284,0.356,0.227,0.064,WAS,0.335,0.411,0.158,0.097,0
20160802,ATL,0.355,0.413,0.176,0.094,PIT,0.316,0.417,0.206,0.062,0
20160802,CHN,0.351,0.367,0.198,0.127,MIA,0.345,0.427,0.154,0.084,1
20160802,CIN,0.339,0.446,0.206,0.093,SLN,0.288,0.373,0.241,0.086,1
20160802,COL,0.324,0.424,0.233,0.098,LAN,0.321,0.441,0.217,0.074,1
20160802,NYN,0.314,0.344,0.188,0.082,NYA,0.299,0.332,0.233,0.077,1
20160802,PHI,0.335,0.346,0.197,0.106,SFN,0.328,0.363,0.188,0.106,1
20160802,SDN,0.312,0.38,0.261,0.097,MIL,0.373,0.484,0.254,0.127,0
20160803,ANA,0.346,0.397,0.157,0.073,OAK,0.297,0.453,0.169,0.058,1
20160803,BAL,0.281,0.38,0.239,0.069,TEX,0.318,0.475,0.235,0.065,1
20160803,CLE,0.329,0.403,0.183,0.081,MIN,0.374,0.545,0.207,0.093,0
20160803,DET,0.383,0.527,0.168,0.103,CHA,0.299,0.379,0.197,0.068,1
20160803,HOU,0.293,0.405,0.248,0.077,TOR,0.297,0.392,0.25,0.107,0
20160803,NYA,0.292,0.335,0.244,0.072,NYN,0.31,0.369,0.18,0.078,1
20160803,SEA,0.308,0.379,0.209,0.08,BOS,0.298,0.411,0.204,0.079,1
20160803,TBA,0.277,0.326,0.262,0.093,KCA,0.255,0.317,0.191,0.056,1
20160803,ARI,0.297,0.392,0.215,0.063,WAS,0.351,0.438,0.167,0.095,0
20160803,ATL,0.356,0.42,0.182,0.094,PIT,0.308,0.393,0.202,0.066,1
20160803,CHN,0.363,0.381,0.205,0.129,MIA,0.327,0.396,0.159,0.08,1
20160803,CIN,0.34,0.455,0.214,0.099,SLN,0.3,0.424,0.245,0.085,0
20160803,COL,0.344,0.411,0.222,0.111,LAN,0.325,0.452,0.22,0.078,1
20160803,PHI,0.34,0.37,0.205,0.109,SFN,0.332,0.381,0.186,0.11,1
20160803,SDN,0.305,0.361,0.261,0.097,MIL,0.378,0.469,0.255,0.133,1
20160804,ANA,0.36,0.426,0.131,0.08,OAK,0.318,0.474,0.166,0.07,0
20160804,BAL,0.277,0.354,0.232,0.08,TEX,0.309,0.466,0.237,0.055,0
20160804,CLE,0.331,0.424,0.184,0.084,MIN,0.373,0.542,0.195,0.102,1
20160804,DET,0.362,0.529,0.175,0.083,CHA,0.298,0.377,0.197,0.069,0
20160804,HOU,0.267,0.369,0.261,0.064,TOR,0.292,0.388,0.274,0.105,0
20160804,NYA,0.3,0.365,0.24,0.071,NYN,0.323,0.395,0.179,0.083,0
20160804,SEA,0.3,0.386,0.225,0.082,BOS,0.29,0.375,0.207,0.076,0
20160804,TBA,0.311,0.391,0.243,0.106,KCA,0.246,0.289,0.204,0.059,1
20160804,ATL,0.368,0.435,0.173,0.09,PIT,0.295,0.373,0.222,0.068,1
20160804,CIN,0.324,0.44,0.214,0.078,SLN,0.314,0.438,0.236,0.089,1
20160804,COL,0.356,0.452,0.219,0.102,LAN,0.328,0.439,0.202,0.084,0
20160804,PHI,0.332,0.376,0.21,0.112,SFN,0.333,0.373,0.163,0.107,0
20160805,CHA,0.295,0.387,0.188,0.072,BAL,0.278,0.365,0.222,0.072,0
20160805,DET,0.355,0.523,0.169,0.078,NYN,0.313,0.401,0.189,0.075,1
20160805,HOU,0.242,0.298,0.274,0.063,TEX,0.298,0.472,0.246,0.046,1
20160805,KCA,0.251,0.301,0.213,0.056,TOR,0.294,0.395,0.283,0.098,0
20160805,NYA,0.297,0.344,0.232,0.068,CLE,0.339,0.462,0.176,0.085,1
20160805,OAK,0.319,0.486,0.178,0.068,CHN,0.355,0.378,0.222,0.126,0
20160805,SEA,0.28,0.329,0.244,0.101,ANA,0.371,0.431,0.136,0.088,1
20160805,TBA,0.312,0.392,0.265,0.12,MIN,0.378,0.541,0.187,0.11,0
20160805,ARI,0.277,0.361,0.239,0.059,MIL,0.365,0.464,0.234,0.111,1
20160805,COL,0.338,0.411,0.227,0.09,MIA,0.337,0.429,0.163,0.076,0
20160805,LAN,0.342,0.455,0.212,0.089,BOS,0.296,0.391,0.198,0.078,0
20160805,PIT,0.308,0.388,0.209,0.081,CIN,0.329,0.443,0.189,0.078,1
20160805,SDN,0.329,0.391,0.242,0.103,PHI,0.33,0.341,0.213,0.124,0
20160805,SLN,0.305,0.414,0.233,0.085,ATL,0.366,0.426,0.172,0.096,1
20160805,WAS,0.363,0.454,0.172,0.097,SFN,0.328,0.368,0.175,0.107,1
20160806,CHA,0.298,0.387,0.181,0.073,BAL,0.292,0.406,0.22,0.063,1
20160806,DET,0.359,0.503,0.176,0.079,NYN,0.302,0.393,0.203,0.073,1
20160806,HOU,0.253,0.308,0.255,0.066,TEX,0.278,0.433,0.243,0.044,0
20160806,KCA,0.264,0.326,0.215,0.057,TOR,0.294,0.39,0.286,0.1,1
20160806,NYA,0.334,0.391,0.22,0.091,CLE,0.35,0.479,0.184,0.087,0
20160806,OAK,0.309,0.469,0.195,0.066,CHN,0.351,0.382,0.226,0.12,0
20160806,SEA,0.301,0.366,0.22,0.093,ANA,0.355,0.436,0.15,0.085,1
20160806,TBA,0.315,0.398,0.266,0.117,MIN,0.386,0.571,0.189,0.108,1
20160806,ARI,0.274,0.368,0.238,0.063,MIL,0.355,0.416,0.229,0.122,0
20160806,COL,0.353,0.416,0.213,0.096,MIA,0.357,0.448,0.166,0.087,1
20160806,LAN,0.323,0.424,0.222,0.091,BOS,0.3,0.397,0.203,0.085,1
20160806,PIT,0.31,0.389,0.218,0.09,CIN,0.315,0.43,0.197,0.074,1
20160806,SDN,0.32,0.388,0.239,0.097,PHI,0.313,0.343,0.197,0.109,1
20160806,SLN,0.303,0.39,0.214,0.097,ATL,0.348,0.421,0.189,0.077,0
20160806,WAS,0.359,0.453,0.175,0.096,SFN,0.319,0.354,0.172,0.105,0
20160807,CHA,0.304,0.411,0.178,0.066,BAL,0.29,0.401,0.23,0.06,0
20160807,DET,0.371,0.509,0.165,0.084,NYN,0.309,0.402,0.201,0.078,0
20160807,HOU,0.26,0.289,0.257,0.066,TEX,0.294,0.451,0.216,0.044,0
20160807,KCA,0.264,0.322,0.223,0.057,TOR,0.28,0.377,0.295,0.09,1
20160807,NYA,0.316,0.369,0.228,0.086,CLE,0.351,0.49,0.199,0.089,1
20160807,OAK,0.293,0.438,0.199,0.065,CHN,0.355,0.393,0.224,0.116,0
20160807,SEA,0.304,0.369,0.213,0.099,ANA,0.334,0.415,0.151,0.086,1
20160807,TBA,0.316,0.432,0.259,0.109,MIN,0.383,0.553,0.193,0.117,0
20160807,ARI,0.273,0.378,0.227,0.061,MIL,0.372,0.458,0.215,0.127,1
20160807,COL,0.375,0.453,0.221,0.104,MIA,0.359,0.459,0.151,0.086,0
20160807,LAN,0.307,0.402,0.24,0.077,BOS,0.298,0.36,0.218,0.09,1
20160807,PIT,0.309,0.363,0.221,0.084,CIN,0.31,0.422,0.193,0.07,0
20160807,SDN,0.343,0.41,0.227,0.101,PHI,0.321,0.38,0.191,0.106,0
20160807,SLN,0.321,0.407,0.196,0.102,ATL,0.367,0.462,0.191,0.085,0
20160807,WAS,0.36,0.426,0.173,0.099,SFN,0.313,0.371,0.19,0.098,1
20160808,MIN,0.373,0.541,0.19,0.109,HOU,0.257,0.281,0.259,0.061,1
20160808,OAK,0.274,0.405,0.211,0.058,BAL,0.317,0.446,0.211,0.077,1
20160808,SEA,0.318,0.375,0.207,0.098,DET,0.364,0.499,0.179,0.08,1
20160808,TOR,0.282,0.37,0.289,0.092,TBA,0.317,0.433,0.24,0.109,1
20160808,COL,0.386,0.466,0.207,0.106,TEX,0.298,0.443,0.213,0.045,0
20160808,LAN,0.329,0.434,0.223,0.094,PHI,0.325,0.397,0.196,0.1,1
20160808,MIA,0.351,0.444,0.163,0.078,SFN,0.321,0.367,0.196,0.102,0
20160808,MIL,0.378,0.459,0.231,0.135,ATL,0.357,0.428,0.181,0.084,0
20160808,SLN,0.321,0.409,0.193,0.094,CIN,0.309,0.382,0.197,0.076,1
20160809,BOS,0.3,0.357,0.231,0.097,NYA,0.322,0.384,0.222,0.086,1
20160809,KCA,0.277,0.345,0.214,0.057,CHA,0.3,0.41,0.187,0.063,0
20160809,MIN,0.377,0.558,0.186,0.1,HOU,0.251,0.265,0.265,0.059,0
20160809,OAK,0.278,0.383,0.207,0.066,BAL,0.305,0.431,0.212,0.074,1
20160809,SEA,0.315,0.382,0.209,0.093,DET,0.346,0.468,0.184,0.071,1
20160809,TOR,0.296,0.368,0.283,0.095,TBA,0.316,0.431,0.237,0.104,0
20160809,CHN,0.359,0.397,0.23,0.112,ANA,0.313,0.392,0.146,0.077,1
20160809,COL,0.386,0.483,0.209,0.102,TEX,0.31,0.429,0.211,0.058,0
20160809,LAN,0.339,0.497,0.214,0.088,PHI,0.319,0.384,0.197,0.099,1
20160809,MIA,0.351,0.443,0.176,0.078,SFN,0.346,0.384,0.195,0.113,1
20160809,MIL,0.366,0.438,0.23,0.127,ATL,0.336,0.424,0.178,0.073,0
20160809,NYN,0.297,0.398,0.209,0.073,ARI,0.285,0.392,0.212,0.063,0
20160809,PIT,0.298,0.337,0.229,0.093,SDN,0.342,0.407,0.228,0.108,1
20160809,SLN,0.329,0.393,0.178,0.094,CIN,0.323,0.389,0.181,0.088,0
20160809,WAS,0.354,0.416,0.173,0.095,CLE,0.353,0.494,0.206,0.089,0
20160810,BOS,0.295,0.36,0.227,0.083,NYA,0.323,0.394,0.229,0.097,0
20160810,KCA,0.276,0.346,0.228,0.053,CHA,0.313,0.431,0.182,0.059,1
20160810,OAK,0.286,0.375,0.198,0.073,BAL,0.296,0.42,0.208,0.073,1
20160810,SEA,0.321,0.401,0.227,0.085,DET,0.335,0.436,0.194,0.075,1
20160810,TEX,0.3,0.396,0.226,0.054,COL,0.384,0.47,0.208,0.105,1
20160810,TOR,0.277,0.339,0.267,0.084,TBA,0.337,0.429,0.243,0.11,1
20160810,CHN,0.354,0.418,0.237,0.106,ANA,0.297,0.384,0.148,0.078,1
20160810,LAN,0.34,0.512,0.228,0.081,PHI,0.318,0.402,0.205,0.087,0
20160810,MIA,0.356,0.416,0.182,0.093,SFN,0.336,0.365,0.196,0.116,0
20160810,MIL,0.356,0.42,0.236,0.131,ATL,0.333,0.412,0.181,0.079,1
20160810,NYN,0.292,0.398,0.223,0.068,ARI,0.288,0.409,0.222,0.069,0
20160810,PIT,0.3,0.308,0.225,0.107,SDN,0.342,0.399,0.225,0.103,0
20160810,SLN,0.318,0.379,0.184,0.096,CIN,0.323,0.378,0.172,0.083,1
20160810,WAS,0.334,0.412,0.18,0.082,CLE,0.339,0.48,0.237,0.082,1
20160811,BOS,0.305,0.367,0.206,0.085,NYA,0.346,0.413,0.215,0.099,0
20160811,CLE,0.332,0.449,0.247,0.079,ANA,0.302,0.385,0.166,0.083,1
20160811,KCA,0.285,0.363,0.227,0.057,CHA,0.324,0.43,0.175,0.064,1
20160811,MIN,0.379,0.582,0.198,0.097,HOU,0.269,0.3,0.249,0.061,0
20160811,MIN,0.381,0.578,0.19,0.093,HOU,0.293,0.336,0.234,0.066,0
20160811,OAK,0.281,0.354,0.201,0.076,BAL,0.295,0.417,0.181,0.065,0
20160811,TEX,0.314,0.395,0.21,0.072,COL,0.379,0.452,0.199,0.106,0
20160811,CHN,0.331,0.389,0.245,0.096,SLN,0.325,0.415,0.174,0.097,1
20160811,MIL,0.357,0.406,0.23,0.136,ATL,0.328,0.417,0.18,0.082,1
20160811,NYN,0.282,0.395,0.225,0.064,ARI,0.286,0.416,0.231,0.067,0
20160811,PIT,0.302,0.303,0.238,0.113,SDN,0.335,0.4,0.216,0.097,1
20160812,BOS,0.309,0.364,0.194,0.085,ARI,0.298,0.421,0.231,0.08,1
20160812,CLE,0.336,0.483,0.245,0.076,ANA,0.295,0.384,0.162,0.082,1
20160812,MIN,0.357,0.51,0.196,0.085,KCA,0.284,0.353,0.247,0.053,0
20160812,NYA,0.339,0.41,0.21,0.097,TBA,0.326,0.409,0.245,0.1,1
20160812,OAK,0.291,0.371,0.187,0.078,SEA,0.325,0.401,0.215,0.085,1
20160812,TEX,0.324,0.418,0.209,0.079,DET,0.332,0.432,0.193,0.078,1
20160812,TOR,0.287,0.361,0.274,0.083,HOU,0.317,0.392,0.205,0.064,0
20160812,CHN,0.347,0.409,0.226,0.102,SLN,0.332,0.426,0.188,0.099,1
20160812,LAN,0.34,0.501,0.241,0.08,PIT,0.303,0.302,0.223,0.109,0
20160812,MIA,0.338,0.379,0.19,0.093,CHA,0.314,0.397,0.183,0.066,0
20160812,MIL,0.366,0.438,0.206,0.135,CIN,0.326,0.394,0.175,0.083,0
20160812,NYN,0.272,0.378,0.22,0.056,SDN,0.335,0.386,0.201,0.1,0
20160812,PHI,0.307,0.409,0.225,0.081,COL,0.388,0.474,0.191,0.099,1
20160812,SFN,0.324,0.361,0.204,0.107,BAL,0.308,0.444,0.179,0.066,0
20160812,WAS,0.336,0.426,0.191,0.078,ATL,0.333,0.424,0.184,0.081,0
20160813,BOS,0.323,0.382,0.199,0.084,ARI,0.31,0.46,0.235,0.074,1
20160813,CLE,0.358,0.52,0.235,0.079,ANA,0.281,0.39,0.172,0.075,1
20160813,MIN,0.333,0.472,0.22,0.078,KCA,0.288,0.356,0.255,0.055,1
20160813,NYA,0.334,0.426,0.22,0.086,TBA,0.339,0.427,0.229,0.106,1
20160813,OAK,0.292,0.362,0.178,0.071,SEA,0.324,0.414,0.207,0.081,0
20160813,TEX,0.341,0.471,0.201,0.075,DET,0.319,0.408,0.196,0.073,0
20160813,TOR,0.298,0.396,0.249,0.081,HOU,0.337,0.418,0.192,0.075,1
20160813,CHN,0.361,0.474,0.208,0.099,SLN,0.322,0.392,0.189,0.097,0
20160813,LAN,0.323,0.457,0.23,0.074,PIT,0.303,0.316,0.206,0.103,1
20160813,MIA,0.324,0.357,0.198,0.093,CHA,0.329,0.411,0.186,0.076,0
20160813,MIL,0.355,0.436,0.225,0.124,CIN,0.338,0.398,0.184,0.089,0
20160813,NYN,0.26,0.359,0.214,0.049,SDN,0.333,0.429,0.201,0.098,1
20160813,PHI,0.32,0.423,0.24,0.084,COL,0.366,0.49,0.205,0.085,1
20160813,SFN,0.311,0.339,0.214,0.106,BAL,0.307,0.431,0.175,0.07,1
20160813,WAS,0.34,0.431,0.177,0.08,ATL,0.339,0.444,0.181,0.085,1
20160814,BOS,0.326,0.387,0.192,0.084,ARI,0.319,0.459,0.228,0.086,1
20160814,CLE,0.359,0.514,0.245,0.073,ANA,0.271,0.355,0.178,0.081,1
20160814,MIN,0.319,0.464,0.233,0.066,KCA,0.287,0.356,0.249,0.057,0
20160814,NYA,0.341,0.473,0.225,0.083,TBA,0.324,0.436,0.233,0.095,0
20160814,OAK,0.273,0.364,0.186,0.054,SEA,0.327,0.413,0.197,0.085,0
20160814,TEX,0.334,0.452,0.193,0.078,DET,0.318,0.383,0.207,0.076,0
20160814,TOR,0.299,0.398,0.236,0.082,HOU,0.348,0.43,0.197,0.082,1
20160814,CHN,0.349,0.464,0.209,0.09,SLN,0.32,0.397,0.212,0.102,0
20160814,LAN,0.342,0.485,0.22,0.062,PIT,0.327,0.335,0.212,0.121,0
20160814,MIA,0.332,0.393,0.198,0.084,CHA,0.332,0.398,0.189,0.082,1
20160814,MIL,0.352,0.453,0.225,0.114,CIN,0.332,0.396,0.178,0.076,1
20160814,NYN,0.256,0.323,0.212,0.056,SDN,0.302,0.414,0.22,0.08,1
20160814,PHI,0.312,0.392,0.231,0.09,COL,0.358,0.47,0.216,0.083,1
20160814,SFN,0.316,0.33,0.226,0.117,BAL,0.308,0.43,0.183,0.072,0
20160814,WAS,0.346,0.479,0.169,0.072,ATL,0.329,0.43,0.173,0.088,1
20160815,ANA,0.254,0.338,0.191,0.077,SEA,0.342,0.415,0.183,0.088,0
20160815,CLE,0.37,0.514,0.223,0.078,BOS,0.354,0.453,0.183,0.091,0
20160815,DET,0.326,0.414,0.196,0.074,KCA,0.312,0.403,0.23,0.052,0
20160815,NYA,0.333,0.467,0.224,0.078,TOR,0.316,0.416,0.22,0.087,1
20160815,TBA,0.313,0.442,0.253,0.083,SDN,0.298,0.41,0.23,0.08,1
20160815,TEX,0.323,0.416,0.195,0.079,OAK,0.269,0.357,0.19,0.052,1
20160815,ARI,0.308,0.44,0.222,0.08,NYN,0.252,0.316,0.21,0.063,1
20160815,CIN,0.326,0.398,0.184,0.076,MIA,0.338,0.403,0.2,0.085,0
20160815,COL,0.375,0.496,0.206,0.091,WAS,0.328,0.473,0.184,0.069,0
20160815,SFN,0.332,0.352,0.226,0.124,PIT,0.348,0.383,0.197,0.12,0
20160816,ANA,0.235,0.316,0.211,0.079,SEA,0.338,0.425,0.164,0.072,1
20160816,BAL,0.319,0.442,0.178,0.075,BOS,0.345,0.457,0.184,0.086,0
20160816,CLE,0.361,0.49,0.229,0.076,CHA,0.335,0.414,0.19,0.076,1
20160816,DET,0.319,0.396,0.207,0.074,KCA,0.32,0.402,0.2,0.06,0
20160816,HOU,0.347,0.432,0.198,0.077,SLN,0.335,0.428,0.213,0.105,0
20160816,NYA,0.346,0.474,0.238,0.096,TOR,0.309,0.394,0.228,0.091,0
20160816,TBA,0.327,0.462,0.231,0.084,SDN,0.27,0.371,0.229,0.08,1
20160816,TEX,0.348,0.438,0.187,0.088,OAK,0.27,0.358,0.184,0.053,1
20160816,ARI,0.333,0.474,0.202,0.08,NYN,0.272,0.321,0.212,0.07,0
20160816,ATL,0.325,0.427,0.167,0.086,MIN,0.31,0.457,0.229,0.059,0
20160816,CHN,0.339,0.468,0.208,0.087,MIL,0.363,0.467,0.229,0.126,1
20160816,CHN,0.334,0.462,0.193,0.083,MIL,0.36,0.456,0.233,0.122,1
20160816,CIN,0.32,0.382,0.205,0.086,MIA,0.339,0.407,0.189,0.094,1
20160816,COL,0.367,0.51,0.204,0.085,WAS,0.327,0.461,0.176,0.083,1
20160816,PHI,0.321,0.391,0.221,0.097,LAN,0.34,0.489,0.226,0.056,0
20160816,SFN,0.345,0.379,0.207,0.128,PIT,0.359,0.395,0.209,0.118,0
20160817,ANA,0.25,0.347,0.2,0.081,SEA,0.331,0.411,0.167,0.074,0
20160817,BAL,0.308,0.397,0.205,0.089,BOS,0.341,0.446,0.186,0.087,0
20160817,CLE,0.359,0.488,0.218,0.074,CHA,0.325,0.401,0.208,0.072,0
20160817,DET,0.308,0.384,0.203,0.074,KCA,0.314,0.419,0.201,0.058,0
20160817,HOU,0.347,0.447,0.209,0.078,SLN,0.333,0.463,0.241,0.089,0
20160817,NYA,0.309,0.45,0.264,0.072,TOR,0.316,0.429,0.228,0.084,0
20160817,TBA,0.351,0.526,0.215,0.09,SDN,0.266,0.339,0.256,0.085,1
20160817,TEX,0.342,0.403,0.188,0.095,OAK,0.294,0.375,0.193,0.07,1
20160817,ARI,0.335,0.485,0.209,0.076,NYN,0.292,0.363,0.188,0.074,1
20160817,ATL,0.335,0.436,0.151,0.09,MIN,0.321,0.444,0.22,0.066,0
20160817,CHN,0.342,0.458,0.173,0.094,MIL,0.324,0.406,0.247,0.11,1
20160817,CIN,0.329,0.395,0.198,0.086,MIA,0.335,0.423,0.201,0.085,1
20160817,COL,0.356,0.501,0.188,0.089,WAS,0.311,0.432,0.173,0.074,1
20160817,PHI,0.319,0.425,0.229,0.082,LAN,0.345,0.514,0.225,0.06,0
20160817,SFN,0.352,0.388,0.197,0.128,PIT,0.359,0.403,0.202,0.117,0
20160818,ANA,0.262,0.335,0.208,0.083,SEA,0.325,0.384,0.184,0.064,1
20160818,BAL,0.306,0.409,0.196,0.084,HOU,0.339,0.447,0.205,0.073,1
20160818,CLE,0.359,0.489,0.203,0.071,CHA,0.327,0.419,0.221,0.065,1
20160818,DET,0.296,0.368,0.218,0.069,BOS,0.366,0.499,0.168,0.087,1
20160818,KCA,0.31,0.427,0.212,0.065,MIN,0.345,0.463,0.22,0.082,1
20160818,ATL,0.325,0.409,0.149,0.092,WAS,0.324,0.46,0.175,0.077,0
20160818,CHN,0.35,0.48,0.175,0.098,MIL,0.312,0.393,0.236,0.098,1
20160818,CIN,0.343,0.394,0.183,0.1,MIA,0.321,0.399,0.217,0.082,1
20160818,PHI,0.333,0.439,0.226,0.087,LAN,0.364,0.548,0.215,0.068,1
20160818,SDN,0.236,0.297,0.275,0.078,ARI,0.354,0.521,0.221,0.086,1
20160818,SFN,0.345,0.358,0.187,0.129,NYN,0.283,0.363,0.189,0.072,1
20160819,ANA,0.278,0.364,0.199,0.085,NYA,0.313,0.476,0.263,0.071,0
20160819,BAL,0.3,0.441,0.208,0.064,HOU,0.335,0.459,0.211,0.073,0
20160819,CHA,0.317,0.393,0.222,0.07,OAK,0.305,0.395,0.21,0.072,0
20160819,CLE,0.369,0.511,0.194,0.066,TOR,0.327,0.445,0.241,0.083,1
20160819,DET,0.293,0.368,0.212,0.065,BOS,0.365,0.506,0.157,0.081,0
20160819,KCA,0.307,0.415,0.211,0.068,MIN,0.332,0.44,0.226,0.079,1
20160819,SEA,0.322,0.412,0.188,0.069,MIL,0.329,0.412,0.211,0.118,1
20160819,TBA,0.341,0.501,0.219,0.086,TEX,0.345,0.408,0.174,0.106,0
20160819,ATL,0.314,0.398,0.174,0.089,WAS,0.324,0.458,0.175,0.086,0
20160819,CIN,0.345,0.404,0.194,0.101,LAN,0.357,0.557,0.209,0.073,1
20160819,COL,0.363,0.511,0.191,0.091,CHN,0.352,0.493,0.172,0.09,1
20160819,PHI,0.342,0.438,0.227,0.097,SLN,0.337,0.474,0.25,0.091,0
20160819,PIT,0.354,0.408,0.201,0.121,MIA,0.298,0.367,0.226,0.076,0
20160819,SDN,0.266,0.301,0.259,0.09,ARI,0.355,0.512,0.216,0.09,1
20160819,SFN,0.371,0.405,0.184,0.132,NYN,0.305,0.377,0.187,0.081,1
20160820,ANA,0.284,0.359,0.208,0.084,NYA,0.325,0.514,0.234,0.066,0
20160820,BAL,0.31,0.481,0.208,0.068,HOU,0.365,0.515,0.21,0.077,0
20160820,CHA,0.313,0.379,0.207,0.068,OAK,0.314,0.419,0.205,0.073,1
20160820,CLE,0.378,0.529,0.18,0.071,TOR,0.322,0.452,0.267,0.078,0
20160820,DET,0.292,0.374,0.216,0.067,BOS,0.373,0.52,0.157,0.081,0
20160820,KCA,0.325,0.414,0.199,0.083,MIN,0.322,0.425,0.233,0.087,1
20160820,SEA,0.336,0.436,0.174,0.081,MIL,0.34,0.439,0.214,0.115,1
20160820,TBA,0.332,0.49,0.239,0.081,TEX,0.349,0.431,0.177,0.1,1
20160820,ATL,0.318,0.4,0.175,0.097,WAS,0.344,0.465,0.179,0.091,0
20160820,CIN,0.355,0.424,0.196,0.101,LAN,0.357,0.533,0.21,0.068,1
20160820,COL,0.364,0.517,0.182,0.091,CHN,0.355,0.478,0.178,0.089,0
20160820,PHI,0.341,0.441,0.234,0.108,SLN,0.332,0.476,0.241,0.09,1
20160820,PIT,0.366,0.416,0.188,0.12,MIA,0.328,0.39,0.213,0.093,0
20160820,SDN,0.27,0.315,0.267,0.089,ARI,0.373,0.499,0.205,0.104,0
20160820,SFN,0.362,0.425,0.178,0.112,NYN,0.312,0.388,0.168,0.075,0
20160821,ANA,0.282,0.363,0.201,0.085,NYA,0.319,0.514,0.233,0.056,1
20160821,BAL,0.315,0.493,0.212,0.067,HOU,0.38,0.533,0.199,0.094,0
20160821,CHA,0.309,0.376,0.209,0.07,OAK,0.306,0.418,0.217,0.067,1
20160821,CLE,0.371,0.518,0.181,0.072,TOR,0.312,0.466,0.274,0.065,1
20160821,DET,0.281,0.364,0.217,0.067,BOS,0.36,0.521,0.174,0.067,1
20160821,KCA,0.339,0.467,0.182,0.077,MIN,0.308,0.386,0.227,0.078,1
20160821,SEA,0.344,0.466,0.146,0.083,MIL,0.33,0.426,0.228,0.11,0
